,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,Automated Video Activity Analysis for Military Operations,Defense Advanced Research Projects Agency,to Kenneth Sullivan,"The increasing use of video in force protection, autonomous vehicles reconnaissance, and surveillance in general has created a great demand for automated analysis and monitoring. It is infeasible to have humans monitoring and analyzing the vast amount of video used in such surveillance, and automated analysis yields hope to ease the burden and increase the amount of information extracted from collected video. Motivated by this and ongoing advances in the state-of-the-art in machine vision, we have been developing a basic system for automatically extracting useful information from video and making relevant data quickly available to a user. In particular we aimed to progress beyond typical scenarios presented in automated video analysis of a small set of pre-determined simple activities in high-resolution data. In completing the first phase we have answered many key questions and found many promising avenues to proceed in developing a complete system. From this, we have developed a second phase research plan building on and extending the work done. We plan to develop a complete operational prototype by focusing on yet more realistic data collections, increasingly complex activities, difficult tracking cases, and finally designing a fully integrated system.less","749,995",2010,2013
0,Optimized Quantum Dot Superlattice Structures for Ultra-High Efficiency Photovoltaic Cells and Photodetectors,United States Department of the Air Force,to Alex Fedoseyev,"Higher efficiency solar cells are needed to reduce solar-array mass, volume, and cost. This project proposes: (i) Reliable, validated models for simulation, analysis, and design of Quantum Dot Superlattice (QDS) based nano-materials for high-efficiency, radiation-hardened photovoltaic cells and photodetectors; (ii) Verify and demonstrate models by experiments; (iii) Implement novel models in CFDRC's three-dimensional (3D) device simulator, NanoTCAD. The developed models will be validated with experiments of participants: University of California Riverside Nano-Device Laboratory, Rochester Institute of Technology, and University of New Mexico. Novel models and simulation tools open a way to high-efficiency rad-hard solar cells and photodetectors. It is anticipated that QDS solar cells can achieve efficiencies of 60% via optimization of the light absorption (""multicolor"" cell), optical selection-rule relaxation, confinement-enhanced carrier transport (mini-band formation), and phonon dispersion. The proposed tools can be used for the QDS optimization for photovoltaic, photodetector, and laser applications. Specific issues include: (i) quantum dot ordering and size dispersion, (ii) enhanced photogenerated carrier separation and drift mobility; (iii) improved electric conductivity and increased collection efficiency. Phase I demonstrated prototype physics-based models for QDS and their preliminary validation. In Phase II, we will complete the development of physics-based models, implement them in CFDRC's NanoTCAD, and demonstrate for analysis and development of more efficient, rad-hard photovoltaic nano-technology for space solar cells and improved photodetectors.less","749,865",2007,2009
0,Combinatorial Discovery of Metallic Systems with Superior Magnetic Transport Properties,Office of the Secretary of Defense,to Richard Wilson,"In response to an ever-increasing technological demand for faster and more energy efficient ways to manipulate and control magnetism, this research project will discover methods for controlling magnetism with heat and light. Specifically, we will quantify the motion of magnetic moments of metal alloys in response to heat-currents and laser irradiation. This will allow for the identifications of atomic-composition/magnetic-transport-property relationships in magnetic metal systems. Understanding these relationships will allow us to design material systems with novel functionalities for electronically or optically writing information at ultrafast speeds and with ultralow powers. An innovative force that will help drive these discoveries is the development of a unique scientific tool-kit at UCR. We will combine high-throughput materials synthesis, characterization, and big-data computational analysis. This tool-kit will dramatically accelerate scientific discoveries in the domain of magnetic transport phenomena and therefore strengthen DoD research capabilities at UCR. A key component of this research project is its integration with research education at the K-12, undergraduate, and graduate student levels. The emphasis of the research educational efforts will be on the Hispanic communities of Southern CaliforniaÕs Inland Empire region. Our location in the Inland Empire provides us opportunities for STEM research education outreach to Hispanic communities. At the K-12 level, we will work with wellestablished programs to provide demonstrations and hands-on-learning opportunities at localscience fairs and campus-sponsored public events, e.g. Bourns Engineering day, STEMapalooza, and UCR/CTY outreach. At the undergraduate level, we will directly involve undergraduate researchers in hands-on-projects to improve existing experimental apparatuses with highthroughput methodologies. For graduate education, this project will have spill-over effects on the students in our research groups. Furthermore, this project will help provide them with experience and skills in cutting-edge scientific methods that are coveted by industry.less","654,688",2020,2023
0,Nanocluster and their Mesoparticle Composites as Additives for Solid-Fuel Air-Breathing Propulsion,United States Department of the Navy,to Michael Zachariah,"Air-Breathing combustion either subsonic or supersonic has received renewed interest but is still challenged by some fundamental limitations. In the case of super-to-hypersonic combustion, oxidizer starvation is a major consideration. As a result, solid-fuel ram/scramjets are plagued with a very narrow operating envelope and unstable combustion properties. This arises due to poor flame holding characteristics, high ignition temperature, short residence times of particles, and mass transfer limitation of the oxidizer. Most efforts to mitigate these constraints focus on fluid dynamic effects.In this proposal we will consider alternative chemical approaches and fabrication methods to enable a new class of propellent which may offer wider operational windows and more efficient combustion. We will utilize nanomaterials as fuel constituents and develop assembly methods toallow bulk scale fabrication. We will test these new materials and develop optimized formulation and we will apply advanced diagnostics to interrogate these processes from a fundamental point of view so that eth knowledge bases gained will be of utility to further research by others.less","635,701",2020,2024
0,SPIN-DOUBLET EXCITON EXCHANGE IN HYBRID ORGANIC-QUANTUM DOT NANOSTRUCTURES,United States Air Force,to Ming Tang,"Light-matter interactions at the nanoscale involving strongly bound excited states form an intriguing yet practical route to controlling the energy in light. Here, the energy in photons is stored, exchanged and transferred in the form of spin-active excited states. This fundamental research will establish for the first time, the basis for the transfer of spin-doublet energy between semiconductor quantum dots (QD) and organic radicals. Once the physical parameters governing doublet energy transfer have been established, then these open-shell molecules will be able to augment the weak absorption of indirect gap silicon QDs in the near-infrared window I for photon upconversion. This ubiquitous and environmentally benign hybrid system has great potential for many applications in the life-sciences where blue or violet light is required in living tissue, for example, pain mitigation, oxygen detection, optogenetics and sensing. Here, important structure-property relationships will be obtained from well-defined CdSe QDs functionalized with specially designed open-shell molecules to have the appropriate wavefunction overlap and driving force for doublet energy transfer. Zinc blende and wurtzite CdSe QDs of different sizes will be investigated for the efficacy of spin-doublet photosensitization to surface bound organic radicals. Subsequent doublet-triplet energy transfer to emissive molecules by these organic radicals provides a simple yet accurate way to quantify the efficiency of this doublet photosensitization and energy transfer. Photon upconversion via the fusion of triplet excited states of diphenylanthracene or tetra(tert-butyl)perylene will report on the electronic communication within this hybrid nanostructure.less","600,000",2020,2023
0,Structure-Function Relationships in Advanced Manufacturing from Fast Microscopic Imaging and Mass Spectrometry,United States Air Force,to Michael Zachariah,"We will explore at approx. microsecond time and approx. micrometer spatial resolution the reaction front and chemistry of Additive Manufactured (AM) composites, so as to relate the composition and microstructure to the burning properties at both the micro and macro scale. This approach will enable us to develop conceptual models, data for quantitative models, and test out new concepts for better understanding and new insights. We will employ a new high-speed (Vis-IR) microscopy-thermometry capability as well as high speed mass spectrometry. The results of this work will provide a very rigorous test matrix for model development that are important to the US Air Force’s development of new munitions and propellants. In Task 1 we will fabricate by sputtering highly refined reactive material architectures, (nanolaminates, checkboards, porosity, etc) which will provide the most precisely defined arrangement of fuel-oxidizer ever produced. These will be evaluated to obtain reaction font thickness, temperature profile, micro burn rates and velocity distributions, suitable for model validation. In Task 2 we will, using 3-D printing methods to fabricate polymer nanocomposites. We will be exploring the reaction front and the pre-heat zone by imaging, and chemistry by mass spectrometry. One focus is how to change the nature of the reaction front to increase energy delivery rate and minimize particle sintering. We will also be exploring a new concept using 'unzipping polymers' to generate more gas and minimize particle sintering as well as change the pre-heat zone. In Task 3 Another approach to manipulate the reaction front will use low temperature reactive gas generators, specifically metal hydrides to generate hydrogen to promote combustion and to propel particles away from each other to minimize sintering. In summary, using AM we will explore structure-function relationships. This approach will provide a window into evaluating reaction fronts in propellants and energetics at an unprecedented scale.less","598,648",2021,2025
0,Context learning for security,United States Department of the Army,to Srikanth Krishnamurthy,"Deep neural networks (DNNs) are being increasingly used in several sensitive applications such as surveillance, autonomous vehicles, malware classification, and network intrusion detection. However, the robustness of DNNs and their effectiveness have raised significant concerns; for example, there has been a surge in adversarial example attacks against them. Currently most DNNs do not account for a rich variety of information that is available in the input. For example, in images, they do not recognize if an object is out of place in a scene or in relation to other objects in that scene; similarly, inappropriate values in packet fields, or across a train of packets, are not accounted for by ML based network intrusion detection systems (NIDS). In this project we propose to develop robust ML models that learn relationships across the components of an input (e.g., objects in an image, or header fields in a packet), which we refer to as context, and check for consistencies when making inferences relating to security. We believe, as supported by our preliminary experiments, that context can significantly harden ML models, and also improve their effectiveness in security applications. First, the project will make significant leaps beyond our initial endeavors to consider multiple visual sensors and multi-modal sensing (e.g., visual and LiDAR). Extracting context from multiple sources, is expected to significantly improve the fidelity of the inferences, and increase robustness to adversarial subversion. Second, a deep exploration into what types of context will be effective, and what can be easily defeated by attackers will be carried out, via developing an understanding of the attack surface projected by context-based defenses, and a principled approach to tune and evaluate different forms of context. Finally, the lessons learned in the visual and sensor spaces, will be carried over to the cyber-space, where the structure of the inputs, and the constraints imposed in terms of what types of context can be extracted, make the problem more challenging, but has promise in the development of secure ML based solutions to cyber-security. The project includes an extensive validation plan involving multiple datasets (including multi-sensor/modal sets, network intrusion detection and malware datasets) and emulations on an in house camera networks vehicles and a large scale software defined network testbed. The proposed work is expected to significantly enhance the army capabilities in terms of robust surveillance and security, especially given that future ISR and command and control applications will heavily deploy machine learning. The research in the attack space, can also provide the army with an understanding of threats, and also gain the first mover advantage in tactical cyber- warfare.less","592,151",2022,2025
0,"Procurement of a Tandem EDS/STEM Mapping, SEM and 3D-Rendering System for Chemical-Structural Analysis of Biological Composites",United States Department of the Army,to David Kisailus,"Funding is requested for a dual Energy Dispersive Spectrometer/STEM system with large area mapping capabilities coupled with a 3D surface rendering system that is integrated into a new scanning electron microscope, a TESCAN MIRA3 XMU Field Emission SEM. This tandem instrument, which is readily expandable for in-situ thermal and mechanical testing, will provide high-resolution 3D reconstruction and concurrent elemental mapping of large samples including biological, biomimetic and traditional composites as well as thin film semiconducting materials. The equipment will greatly enhance the PIÕs contribution to ARO (W911NF-15-1-0306) and MURI projects (FA9550-15-1-0009) on the investigation of the presence and effects of chemical (organic and inorganic) as well as structural elements on strengthening and toughening in impact and abrasion resistant biological composites. Additional projects are being created that investigate structure-property relationships of nanomaterials to develop energy conversion and storage systems. The impact and abrasion resistant structures, their mimics as well as nanostructures for energy conversion and storage all have utility for DoD missions. This integrated system will provide the PI, fellow researchers, and students with unprecedented opportunities for research and will enhance undergraduate studentsÕ interest and understanding in materials science by facilitating research opportunities. This will take place in conjunction with the interdisciplinary degree program in Materials Science and Engineering at UCR, an accredited Hispanic Serving Institution (HSI) and one of AmericaÕs most diverse research-intensive universities. Additionally, the vendors, TESCAN Company and Oxford Instruments, will present a special enrichment program for students explaining operating principles of the instrumentation and their relevance to the design of new materials. Finally, this support will contribute to the PIÕs unique program, which conducts both experimental research on synthesis-structure-property relationships in biological and biomimetic composites and on biologically inspired synthesis of nanostructural materials Ð an area of extreme relevance to the DoD applications.less","531,672",2016,2016
0,TUNNELING INVESTIGATION OF THE IN-PLANE ANISOTROPY OF UNCONVENTIONAL SUPERCONDUCTORS,United States Air Force,to Shane Cybart,"The rare earth cuprate oxide family of unconventional superconductors has the potential to revolutionize superconducting electronics for numerous defense applications. The underlying physics of the electrical transport in thin films of these materials is not well-understood, particularly within the plane of the crystal where superconductivity is an order of magnitude stronger than that out-of-plane. The research in this proposal is targeted at increasing our knowledge regarding the physical mechanisms that govern these unconventional superconductors. We aim to use a novel tunnel technique, to conduct in-plane tunnel spectroscopy measurements in unconventional layered superconductors. Specifically, we will use nanowire Josephson junctions to directly probe electrical transport within the a-b plane of different high-Tc single crystal thin films. The information obtained will guide material synthesis to improve important properties for electronics, such as critical current, critical temperature, and material homogeneity.less","524,998",2020,2023
0,Heat Reduction in Semiconductors by Phonon Annihilation,United States Department of the Air Force,to Carl Wordelman,"The objective of this project is to develop multiscale simulation tools for coupled carrier-phonon transport in micro/optoelectronic devices and to explore novel concepts of phonon engineering for heat removal and termal management in advancedsemiconductor devices. The phase I effort resulted in a prototype software modules for multiscale simulation of phonon dynamics in LD semiconductors and proven feasibility of using phonon annihilation for heat reduction in electronic devices. It has beenobserved that if phonon waves of different phase interact, they could, under the right set of circumstances, cause either constructive or destructive interference. CFDRC and UCR team plans to use existing commercial Multiphysics CFD-ACE+ softwareenvironment as a platform to implement comprehensive multiscale (quantum to continum) modeling tools for phonon engineering and couple it to existing carrier, optical and thermal models. We will utilize the tools for detailed examination of new methods ofheat reduction by phonon engineering such as generation of coherent confined acoustic phonons by drifting electrons in LD structures, investigation of the effects of the acoustic impedance mismatch, phonon filters by using Q dots/wire gratings, periodicphonon bandgap structures,less","497,705",2000,2001
