,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,Integrated Computational Material Engineering Tool Set for Additive Manufacturing of Stainless Steel (316L),United States Department of the Navy,to Jiadong Gong,"In this Phase I STTR program, QuesTek Innovations, a leader in the field of integrated computational materials engineering (ICME) teaming with Prof. W.E. King from Lawrence Livermore National Laboratory (LLNL) as QuesTeks academic partner, proposes expand the computational Materials by Design technology by developing an Integrated Model Toolkit that enables the modeling of AM process by predicting the local composition, microstructure (including porosity and other defects), residual stresses and/or distortion, and mechanical properties for stainless steel 316L aerospace parts. Our approach is based upon computationally-implemented mechanistic models to predict process-structure and structure-property relationships at length-scales ranging from inter-atomic bonding, to stable/meta-stable phase equilibria, to macro-segregation during solidification. The focus of the Phase I program will be to determine the architecture of the ICME based tool set and define the existing and needed models to fill this architecture. LLNL, whose strategic initiative entitled Accelerated Certification of Additively Manufactured Metals, has extensive experience in development of process models for laser powder bed fusion additive manufacturing of 316L stainless steel and experimental measurements of residual stress, laser material interaction etc. Prof. G. Harlow from Lehigh University will work with the team as a consultant on the rapid qualification.less","79,960",2016,2017
0,Quantifying Uncertainty in the Mechanical Performance of Additively Manufactured Parts Due to Material and Process Variation,United States Department of the Navy,to Azadeh Keshtgar,"TDA has teamed up with Lawrence Livermore National Laboratory as its research institution collaborator to address the target STTR topic objective of quantifying the uncertainties in the mechanical behavior of the AM parts. To quantify uncertainties by minimizing both the computational burden and expensive testing and also overcoming the IP concerns, we propose a novel approach with three layered interconnected framework to include: fast simulations scaling between local model and full scale model, adaptive surrogate modeling using dimensionless variables, and critical supporting experiments.During Phase I efforts, TDA plans to develop a fully automated thermal-mechanical finite element numerical simulation tool to predict AM part intrinsic properties for variable input parameters. We follow an ICME framework for multi-scale AM simulation module consisting of a coarse-grain module for component level processing and a high fidelity module capturing material local behavior. We propose using an innovative data-driven stochastic framework to characterize the effect of material and process uncertainties on the mechanical performance of additively manufactured parts by focusing on Selective Laser Melting process (SLM) and Titanium alloy. We propose analytical approaches to predict of mechanical performance and also quantify uncertainty in the selected few mechanical performance parameters using a novel surrogate modeling technique.less","79,937",2016,2017
0,Development of a Computational Method for Prediction of After-Burning Effect,United States Department of the Navy,to John Croghan,"The research objective is to develop a fully functional computational method for prediction of the after-burning effect of different fuels in a wide range of temperature, pressure, and turbulence regimes. Achievement of the objective requires understanding and modeling of key phenomena including (a) post-detonation response of the fuels, (b) near-field coupling of detonation products with particulates, (c) compressibility influences on dispersal of fuels, (d) gas-particle instability mechanisms and turbulent mixing, and (d) diffusion-limited and kinetics-limited ignition, burn and quenching mechanisms for elevated temperature, pressure and cross-flow. A predictive capability would be useful to a broad spectrum of military and non-military applications, including warhead design and lethality/vulnerability assessments. An important commercial application is avoidance of dust explosion accidents causing deaths, injuries and property damage/loss in industries as diverse as mining, agricultural grain storage and wood and plastics processing.less","69,956",2010,2011
0,Advanced Flywheel Energy Storage for Pulsed Power Applications,United States Department of the Navy,to Donald Bender,"AFS Trinity Power proposes to develop the design concept for an advanced shipboard flywheel power system. The design will minimize the size and weight of a complete flywheel system including all ancillary components. The end products will be a design concept review and final report describing follow-on Phase II work. AFS Trinity will team with the Lawrence Livermore National Laboratory on this STTR. The Lab is well known for its expertise in flywheel power systems and other advanced energy technologies for both commercial and military applications Critical issues we will address in Phase I are: specific power, specific energy, compact power electronics design, optimum use of shipboard interfaces such as cooling and electric power, optimized packaging of the complete system including ancillary equipment and a shock and vibration mounting design. AFS Trinity has over ten years experience developing advanced flywheel systems using high-speed composite rotors, magnetic bearings and proprietary motor control software. The Company plans to reach commercial success by manufacturing and selling flywheel power systems for several markets. Our business plan shows initial commercial flywheel systems for power quality applications followed by distributed generation, hybrid vehicles, industrial and military applications.less","69,743",2004,2005
0,Environmentally Benign Impact Initiated Devices Using Energetic Sol-Gel-Coated Flash Metal Multilayers,Office of the Secretary of Defense,to Alexander Gash,"Medium caliber munitions are currently detonated through the use of impact-sensitive (stab) detonators. Stab detonators are mechanically activated by forcing a firing pin through the closure disc of the device and into the stab-initiating mixture (NOL-130). Current stab mixtures, as well as primer and igniter compositions, contain hazardous materials such as lead styphnate, lead azide, barium nitrate, antimony sulfides, and tetrazene. Alternative impact-initiated devices (IID) that do not use lead or other environmentally hazardous materials are critically needed.The objective of this project was to develop new IIDs that do not contain hazardous materials and that have performance characteristics similar to or an improvement over the current stab compositions through the use of environmentally acceptable, energetic, sol-gel-coated, flash metal multilayer nanocomposites.less",Summarize,,
0,Cyber-Security Integrity For Electric Grid Facilities Management,Office of the Secretary of Defense,to Daniel Quinlan,"Firmware used in the control and monitoring of the U.S. electric grid and Building Automation Systems (BASs) are rarely, if ever, analyzed by end-users for potential vulnerabilities prior to being deployed. This is of concern to Department of Defense (DoD) Energy and Water (E&W) operations who maintain many such control systems and BASs. Should a firmware vulnerability in a control system be exploited, it could lead to disastrous consequences such as failure of systems, destruction of equipment, and potential compromise of DoD base infrastructure.This project successfully developed and demonstrated a suite of automated tools for the analysis of binary executables to identify potential vulnerabilities prior to deployment within electric control systems at DoD base facilities.less",2016,‐,
0,Safe and Environmentally Acceptable Sol-Gel-Derived Pyrophoric Pyrotechnics (SEED Project),Office of the Secretary of Defense,to Randy Simpson,"The current pyrophoric decoy flare is composed of iron (Fe) coated onto steel foil. The high surface area to mass ratio of the foils makes them flutter after being ejected from the aircraft, taking on the appearance of a moving hot cloud when several decoys are ejected in rapid succession. The current production process relies heavily on the use of hot caustic and toxic leaching solutions to prepare the high surface area, porous, pyrophoric iron metal. These solutions are corrosive and represent both a safety and environmental hazard.The objective of this SERDP Exploratory Development (SEED) project was to demonstrate use of the ""sol-gel"" methodology for producing nanostructured energetic materials (i.e., pyrotechnics), while minimizing or eliminating the human health and environmental hazards associated with their current fabrication process. Application of this technique to the manufacture of pyrophoric flares will eliminate the need for caustic and toxic leaching solutions and improve performance of the final products.less",Summarize,,
0,Tool for Cyber Secure Integration of DER to the Risk Management Framework,Office of the Secretary of Defense,to Hannah Burroughs,"Improved energy efficiency and resiliency is a key goal of the Department of Defense (DOD) facilities throughout the country. Distributed energy resources (DERs) and microgrid technologies can address this need by diversifying energy supply and operational requirements, as well as reducing interconnected infrastructure dependencies. However, these devices can expose deployment locations to new cyber threat pathways. Additionally, whenever new devices are installed into the Industrial Control Systems (ICS) at DOD facilities, they are inventoried and evaluated as part of the DOD Risk Management Framework (RMF), which can be a time-consuming and onerous process. This demonstration project, CINDER, will address these issues by streamlining ICS analysis in the RMF specific to DER management systems for the energy managers and civil works leaders for DOD facilities, enabling faster authorization and full integration. It will also allow for the automation of accurate asset inventories at secure locations for Operational Technologies (OT), and provide rapid assessment of assets on the communication network, the baseline setting, and design of appropriate controls.less",2020,‐,
0,Automated Firmware Analysis for Electric Grid and Building Automation Systems,Office of the Secretary of Defense,to Daniel Quinlan,"Software is increasingly being integrated into hardware devices. Most software vendors define a process that includes certificate signing; however, the software (firmware) is routinely updated without any direct validation steps to check its integrity. Software integrated into critical devices is often of unknown origin and is assembled by the vendor using 3rd party libraries for which the source code is unavailable (a supply chain risk). The research team will add additional binary analysis tools to this projects evolving collection to demonstrate:less",2020,‐,
0,Biological Ligands and Materials Design for Rare Earth Recovery and Separation,Office of the Secretary of Defense,to Yongqin Jiao,"Rare earth elements (REE) are essential for high-tech, low-carbon technologies, such as magnets for wind turbines and electric motors. China currently controls the REE supply chain, which hinders growth of renewable energy technologies in the U.S. and Europe and creates risk in defense industry supply chains. Rare earth production schemes from both primary ores and secondary sources involve a series of chemically intense and environmentally taxing procedures with separating individual REEs from each other representing the most challenging steps. Solvent extraction, while effective for industrial scale operations, is not effective for low-grade feedstock and poses a severe environmental burden. Ion exchange chromatography presents an alternative approach for achieving high-purity REEs but is generally cost-prohibitive for scaling. The goal of this project is to develop novel REE-binding ligands coupled with materials design to enable cost-effective and organic solvent–free REE recovery and separation from electronic wastes (E-wastes). If successful, the project expects to achieve REE separation with efficiency similar to traditional ion exchange chromatography but with reduced cost and environmental footprint.less",2022,‐,
0,Facility Energy Saving and Securing Technology (FEST) using Multi-Source Data,Office of the Secretary of Defense,to Vaibhav Donde,"The existing Department of Defense (DoD) utility data and asset management systems such as the Army Meter Data Management System (MDMS) and BUILDER are deployed to reduce energy waste and costs with encouraging results. Primarily this energy savings is derived from increased visibility to energy efficiency choices and losses with improved observability to operators and facilities. However, in most of those data management systems, utility meter data are used for “billing purpose only” instead of “billing and monitoring purposes.” In addition, the meter data (e.g., data in the MDMS) are not well integrated with other measurement data (e.g., data in Utility Monitoring and Control Systems). The economic and technical values of smart meters and the usefulness of “big” smart meter data are not fully realized. The research team, which includes Lawrence Livermore National Laboratory (LLNL), the University of Michigan (UM), and XENDEE, with the support from White Sands Missile Range (WSMR), will demonstrate the Facility Energy Saving and Securing Technology (FEST) using multi-source data with the following capacities:To quantitatively evaluate success, we will use traditional efficiency, reliability/resiliency, and security metrics, such as System Average Interruption Duration Index (SAIDI) and Average Service Availability Index (ASAI). Under each metric, a pair of a base case and an optimal case without/with FEST will be utilized for evaluation, and the variation between the base case and the optimal case will be used as success criteria references.less",2020,‐,
