,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,"INVEST BAA Grant, Project: Vacuum Electronics Manufacturing: W-band Additive Vacuum Electronics (WAVE)",Defense Advanced Research Projects Agency,to Liwei Lin,"""Vacuum Electronics Manufacturing: W-band Additive Vacuum Electronics (WAVE)"". Researching development of innovative approaches to modeling, advanced manufacturing, theory and design of components, and other focus areas that enable revolutionary advances in vacuum electron output at millimeter wave (mm-wave) frequencies ranging from 75 to110 GHz. in investigation of traveling wave tube amplifiers for satellite communications and mobile and ground uplinks.less","1,259,695",2016,2019
0,Precision Pointing for High Resolution Optical and RF Remote Sensing Satellites,United States Department of the Air Force,to Matthew Croce,"K2 Space is developing the Giga Class satellite bus, an ultra-high-power spacecraft capable of delivering over 115kW of power and 15,000kg of payload mass to enable previously unattainable capabilities spanning ISR (Intelligence, Surveillance, and Reconnaless","1,249,626",2023,2025
0,Exploiting Single Nucleotide Polymorphisms for Extreme Performance,United States Department of the Army,to Nicholas Marini,"Advances in DNA sequencing technology have generated a rapid expansion of human genome information and the revelation of extraordinary individual-level genetic variation.  Individual genome sequencing will soon be routine and cost-effective.  To exploit this resource to the benefit of warfighters, we propose an approach for identifying and characterizing genetic variants that compromise metabolic efficiency (and ultimately physical and cognitive performance) yet are amenable to nutritional optimization.  There are 600+ cofactor-dependent enzymes in the human proteome, and preliminary studies provide ample precedence for the remediation of dysfunctional enzyme variants by simple vitamin/mineral supplementation. We describe a technology platform in which all possible enzyme variants are functionally assessed and pre-determined for each enzyme/gene.  These datasets will serve to rapidly identify carriers of variant enzymes who can metabolically benefit from cofactor supplementation.  In Phase I, the key technical aspects of the approach have been validated.  These include:  1) generating comprehensive variant libraries of target genes through a simple, minimal-step process for functional testing, and 2) assessing function of all possible single-nucleotide variants simultaneously by quantitative complementation in a model organism (the yeast, Saccharomyces cerevisiae).  The validation of these processes makes gene atlas generation achievable at a scale large enough to provide meaningful data for genome interpretation.  In a first-use scenario, these studies will facilitate Phase II efforts to query all genes (N = 13) related to clearance of homocysteine, an intermediary metabolite in methionine/one-carbon pathways.  Elevated homocysteine levels can have adverse effects on physical performance and cardio-respiratory fitness, though the metabolic steps surrounding homocysteine are amenable to nutritional “tuning”.  Specifically, we will define the functional impact of all possible single-nucleotide changes within this metabolic cassette to serve as an information resource used to identify at-risk individuals.  These finding will spur a field trial in which individual genotype and metabolite profile are diagnostic for potential performance enhancement, as well as define a first product for subsequent commercialization.  This pioneering work will render genome sequence an asset to improve health, fitness and readiness.less","1,094,874",2021,2023
0,New Concepts for Mobile Radiation Detection and Mapping Systems,Defense Threat Reduction Agency,to Kai Vetter,"Recent advances in the fabrication of detector materials and readouts, machine vision, and autonomous systems and their control enable unprecedented capabilities in the search, localization, and characterization of nuclear and radiological materials. The integration of these advancements into autonomous platforms, such as small, unmanned aerial systems (sUAS), will significantly enhance the speed and accuracy in the detection and mapping of nuclear materials, particularly in complex and inaccessible environments while minimizing the exposure of the warfighter to hazards. We propose to study the fundamental properties of the relevant sensing and control components to enable a network of mobile sensors. The sensing components consist of new generations of organic scintillators along with solid-state photodetectors. Fundamental properties in the design, fabrication, and operation of these new materials will be explored to enhance the sensitivity and specificity in the detection of gamma rays and neutrons associated with special nuclear materials. Techniques to 3D print these materials will be explored and their utilization as structural components of detection systems and platforms as well as their arrangement to modulate and moderate incident radiation to improve localization capabilities. These basic aspects will be studied in combination with machine vision concepts required for the control of the mobile detection units to enable the mapping and reconstruction of 3-D environments and the fusion with radiological data. The control components entail new concepts in the effective deployment of mobile networks to minimize the search time utilizing algorithms to compute theoretic quantities represented as probability distributions over the environment states. New concepts in the localization, mapping, and visualization will be explored along with the multi-dimensional set of data to optimize the real-time control of multiple sensing platforms employing information theoretical control concepts.less","1,048,641",2018,2021
0,Emergent Order and Quantum Information Flow in Non-equilibrium Systems,United States Department of the Army,to Norman Yao,"Understanding the dynamics of strongly-interacting systems composed of many particles is a prerequisite for controlling complex quantum phenomena. While the equations of motion governing these dynamics have been known for almost a century, solving them in full generality is simply too difficult. Fortunately, a combination of analytic, numerical and experimental progress has led to the development of insights and tools that bridge the gap between microscopic quantum dynamics and macroscopic quantum behavior. These insights suggest a remarkable proposition: that out-of-equilibrium systems can stabilize many-body entanglement and exhibit phenomena fundamentally richer than their static counterparts. However, predicting and measuring the non-equilibrium dynamics of strongly correlated quantum systems remains a central open challenge in physics. Part of this challenge stems from the fact that many-body systems can be taken out of equilibrium in a variety of different ways, each with its own set of expectations and guiding intuition. Among others, this plenitude of non-equilibrium strategies include: periodic driving, prethermalization, strong disorder, quantum quenches, and dissipation. To this end, the overarching goal of this proposal is to explore quantum phenomena, which can only be realized via the cooperative synergy between multiple non-equilibrium techniques. In particular, we propose to investigate two intertwined questions: first, what are the novel types of emergent quantum order that can arise in systems, which exhibit a combination of disorder, driving, and dissipation. And second, how do the microscopic dynamics of quantum information in such systems lead to late-time, macroscopic steady-states. We will address these long-standing questions by developing: 1) analytical techniques which bound the speed-limit for quantum information flow, 2) massively-parallel computational methods which enable large-scale quantum dynamics simulations, and 3) a novel experimental platform composed of two different species of strongly-interacting spin-defects in the solid-state. In addition to answering fundamental questions in the broad landscape of quantum physics, our results will directly impact a number of applications - such as quantum metrology, computing, and communication - which rely upon the production, preservation, and manipulation of far-from-equilibrium quantum systems.less","1,000,000",2021,2026
0,Multi-Task Scale -aware Continuous and Localizable Embeddings,National Geospatial-Intelligence Agency,to Christopher Funk,"In Phase I, our team of Kitware and UC-Berkeley developed Scale-MAE by adding ground sample distance (GSD) to positional encodings, and produced a multiscale representation that achieves state-of-the art results across image classification, semantic segmentation, and object detection tasks. In Phase II, we will create a remote sensing pretraining toolkit to enable fast and easy experimentation with multiple self supervised pertaining techniques that create foundational deep neural network models applicable across NGA. The foundational networks will be tested on the tasks as Scale-MAE in Phase I, and we will also benchmark performance for key point matching. Phase II will extend our Scale-MAE work by integrating additional metadata into the network to increase accuracy by providing it with more information; we will extend the approach to handle inputs including NTM, multi-spectral, and SAR data. Finally, the downstream task networks will be transitioned into NGA SAFFIRE for integration and evaluation. This system will enable NGA to quickly train and deploy new detectors to quickly respond to shifting needs and reduce the time from the analyst’s demand for a new task capability to the execution and availability of said capability.less","999,867",2023,2025
0,Fundamental Limits of the Action-Perception Loop,Defense Advanced Research Projects Agency,to Ben Recht,"In this report, we review progress towards a framework for understanding the foundations of machine learning systems that can interact with their physical environment. We will discuss new results on robust system identification algorithms and methods for safely exploring new policies in uncertain environments. We will describe new progress on collaboration between learning modalities, highlighting techniques for adapting learning systems to new, unseen domains. And we will provide new understanding of machine learning systems that operate on nonconvex losses, showing that these systems necessarily require more computational resources than their linear counterparts.less","950,000",2016,2018
0,Transport of Quantum Correlations through Noisy Channels,United States Air Force,to Hartmut Haeffner,The goal is to answer the question of under which circumstances quantum information can be sent through noisy channels. Answering this question is a particularly relevant prerequisite for quantum cryptography and quantum computing.less,"895,804",2015,2018
0,Quantum Adiabatic Interferometry,Defense Advanced Research Projects Agency,to Dan Stamper-Kurn,"This projects supports the development of a new approach to trapped-atom interferometry, named quantum adiabatic interferometry, and its application toward precise sensing of acceleration, rotation, and other effects. The project is divided into three main tasks. First, project researchers will develop advanced optical systems for producing optical box potentials, in which atoms are trapped in a dark, un-illuminated volume, while being surrounded with a ""wall"" of high intensity light. When this light is blue-detuned from atomic transitions, these walls confine the atoms in the dark volume, within which they experience no potential energy variations or other disturbances from the trapping light. A goal of this task is to produce box potentials with high contrast of light intensity between the trapping volume and the optical walls, to confirm that optical trapping can be performed with light close to atomic resonance, thereby reducing the optical power requirements, and to develop optical systems with a small footprint in terms of size, weight and power. A second task is to provide a near-perfect microgravity environment for trapped atoms within stationary on-Earth setups. For this, a precise electromagnet set, to provide a magnetic field gradient whose force on atoms cancels the gravitational force, will be modeled, wound, tested, and demonstrated to produce residual accelerations at the micro-g level. The third task is to demonstrate long-lived coherence in a box-trap atom interferometer, in which a quantum-coherent gas of atoms is adiabatically divided into two separate containers, allowed to evolve freely for variable time, and then used for phase-sensitive matter-wave interference. An overall goal of the project is to demonstrate all the necessary techniques and principles to use quantum adiabatic interferometers for inertial sensing.less","885,698",2020,2022
0,Degenerate quantum gases of transition metal atoms,United States Department of the Army,to Dan Stamper-Kurn,"This effort aims to extend the application of laser and evaporative cooling to a new family of elements. The specifi c aim of this project is to create an ultracold, quantum degenerate gas of titanium atoms. A scheme is proposed wherein titanium atoms are excited to a metastable state, the a5F5 atomic state. Two closed optical transitions are identified, at wavelengths near 498 and 1040 nm, that permit the application of standard laser-cooling methods to metastable titanium atoms. A four-phase research effort is outlined, with the goals of (1) assembling and testing a titanium atomic beam apparatus, and applying optical pumping to prepare atoms in the a5F5 state, (2) Zeeman slowing and magneto-optical trapping of titanium atoms in the metastable state, (3) magnetic or optical trapping of atoms in the metastable state or in one of the fine-structure states of the a3F electronic ground level, and (4) preparation of quantum degenerate gases in the fine-structure ground state. Success in this project will open the door to new scientifi c directions, such as the study of ultracold gases in mixtures of different angular-momentum states and subject to polarization-dependent off-resonant light fields, the study of long-lived spin-orbit-coupled Fermi gases and their possible topological low-energy phases, new variations on atom interferometry enabled by the polarization-dependent optical interactions and the plethora of metastable states in the titanium spectrum, and the study of stable spin-2 spinor Bose-Einstein condensates. The success of this effort will also demonstrate a path toward cooling several other transition-metal atomic gases. This abstract is intended for public release.less","873,278",2020,2024
0,"b. Engineering Sciences i. Mechanical Sciences (3) Complex Systems and Dynamics ""W911NF-17-S-0002: 3D Saltatorial Locomotion on Compliant Terrain""",United States Department of the Army,to Ronald Fearing,"Principles of legged robots are becoming well understood for robust locomotion on rigid, flat, relatively low-slope surfaces. However, locomotion in arboreal environments or irregular high-slope terrain, is relatively unexplored. Saltatorial locomotion, with continuous high acceleration jumps, allows traversing gaps as well as acceleration off of high-slope surfaces. The main focus of this proposed research is to understand how to robustly use saltatorial locomotion on challenging surfaces which can have high compliance, high slope, and irregular features. We expect that saltatorial locomotion models for these environments will require high acceleration and dynamic range, combined with appropriate structures and new control strategies to achieve some of the robust 3D performance on complicated terrain demonstrated by saltatorial animals. These models will be verified both through simulation and with real hardware. The experimental part of this research is enabled by the Saito robot. Saito is capable of repeated jumps in the saggital plane with a vertical jumping agility of 1.7 m/sec, which is 78% of the animal with the highest vertical jumping agility, the galago. The ability to rapidly traverse an arboreal canopy or high slope irregular terrain with a small mobile robot could enhance future Army Intelligence /Surveillance /Reconnaissance missions.less","834,343",2017,2020
0,Rational design of enzyme-containing materials,United States Department of the Army,to Ting Xu,"Synthetic materials are still rather simplistic compared to their biological counterparts. Proteins draw upon a diverse library of chemistries. They fold into precise hierarchical structures. Lastly, they possess selective responses to specific stimuli. Proteins, however, are typically not amenable for use outside of their native biological environment. Recently, we demonstrated that statistical trends in protein surface chemistry could be exploited to develop rationally designed random heteropolymers (RHPs). RHPs participate in interactions that mimic the behavior of chaperone-active intrinsically disordered proteins (IDPs). Experimentally, RHPs behave like chaperones and have been verified to stabilize a wide range of proteins in otherwise denaturing solutions. This has led to enhanced protein processability and adaptability in a variety of applications. Although all results have been positive with several enzyme-based functional materials demonstrated, they raise significant challenges to our fundamental understanding in the hybrid biomaterials and the fundamental design rules to interface synthetic and biopolymers. For this renewal proposal, we organized a team with complimentary expertise, i.e. polymer science and biostatistics, and aim to address two questions: 1. The quantification of various processing parameters that govern the macroscopic activity of enzyme-containing materials. This is to harvest successes we have achieved up to this point and to pave the path toward functional materials that meet demands to fully realize the technological potential of protein-containing materials and to better serve the community. 2. Development of understanding in the origin of observed success in terms of RHP stabilizing proteins regardless of specific protein characteristics and inherent variations in the RHP. Specifically, we will focus on analyzing and synthetically controlling the statistical segmental heterogeneity in RHPs to correlate it with the RHP solution phase behavior and protein stabilization. As a new class of polymers, RHPs present numerous opportunities yet challenge our understanding of heterogeneous systems. The proposed fundamental investigation comes from a totally new angle, i.e. statistical heterogeneity that has not been explored previously. A synergistic effort between polymeric material and statistical sequence analysis will lead to new insights in RHP design rules to bridge the gap between the synthetic and natural building blocks. Technically, enzyme-containing materials opened many opportunities to address biological function incorporation into synthetic matter to duplicate what has been seen in nature.less","810,000",2021,2024
0,MM Wave Ultraband Linear Front End,Defense Advanced Research Projects Agency,to Ali Niknejad,Enable rapid development of multi application systems through a single programmable device.,"799,999",2019,2021
0,"Identifying Semantic Components from Cross-Language Variation, Structured Lexical Resources, and Corpora",Defense Threat Reduction Agency,to Collin Baker,"This project addresses the automatic identification of semantic components: sub-lexical elements of linguistic meaning that may be composed in different ways to capture the meanings of words. The project is specifically intended to address aspects of lexical meaning that are not easily captured in corpus-derived distributed semantic representations, but that are an important part of the underlying cognitive structure on which language and language understanding rely. To that end, this project proposes to distill such underlying structure out of three kinds of existing resources, brought into register with each other. The first is a set of cross-language datasets documenting variation in semantic categories across languages; these permit the identification of cross-linguistically recurring semantic components that may form a universal or near-universal repertoire of semantic building blocks, combining differently in different languages. The second is richly detailed lexical resources such as FrameNet and WordNet, which explicitly capture semantic and conceptual relations among words, including underlying conceptual gestalts or ""bundles"" of meaning that are central to language understanding but are rarely themselves directly expressed in language. The third is corpus-derived word co-occurrence statistics. This project will identify semantic components from the juxtaposition of such resources using methods from machine learning. It will also assess those semantic representations against human word similarity judgments, for comparison with the performance of other approaches to semantic representation.less","750,000",2017,2022
0,Robust Model for Behavior of Complex Materials during Spin Testing,United States Department of the Air Force,to Shmuel Weissman,"The objective of this project is to develop a practical finite element-based simulation of spin-pit tests of disks. The performance of disks in spin-pit tests critically depends on localized effects, such as residual stresses, dislocations, and microstructure gradients. Therefore, a two-scale modeling approach is adopted. At the global-scale, the disk is represented by means of finite elements with embedded internal discontinuities. Local-scale models are employed to account for localized effects, such as the influence of microstructure on inelastic properties (e.g., creep and plastic hardening). An important feature of the proposed approach is that it enables the simulation of arbitrarily oriented localized “softening” effects (relative to the geometry of the finite element mesh). This feature is critical because it enables the simulation of the propagation of oriented localized effects, such as fatigue cracks, independent of the mesh geometry. This project will also result in novel two-scale material models, and procedures to obtain the associated material properties. Numerical simulations of spin-pit tests of dual-heat treated disks will be used to validate the proposed development. Both two- and three-dimensional simulations will be performed. These simulations will include both steady-state disk spinning, as well as transient states (i.e., acceleration and deceleration). BENEFIT: The outcome of this project is simulation software to predict the performance of advanced turbine disks in spin pit tests. In particular, it will permit the analysis of the influence of imperfections and residual stresses, introduced during the manufacturing process, on the performance of turbine dicks. This software will enable improved optimization of disk design, leading to increased fatigue life, and reduced maintenance. In particular, it will enable reliable analyses of advanced disks such as dual-heat treated disks, which are used in the high-pressure section of jet engines for both civil and military applications. The demand for higher fuel efficiency mandates that engines operate at higher temperatures. As a result, the need for advanced disks (i.e., dual-heat treated and hybrid disks) is increasing. In fact, future advancements in jet engine technology hinges on the availability of such disks. The tool that Symplectic Engineering is proposing, therefore, is aimed at meeting a clear demand identified by jet engine manufacturers (e.g., GE, Pratt & Whitney, and Rolls-Royce), as well as by the Air Force and Navy. For this reason, Symplectic Engineering expects to successfully commercialize its technology.less","749,999",2010,2012
0,Pilot-Directed Computer-Assisted Helicopter Formation Flying,United States Department of the Army,to Jovan Boskovic,"Scientific Systems Company Inc. (SSCI) and University of California, Berkeley (UCB) jointly propose to implement and test computer-aided Autonomous Formation Flying Control Technology (AFF-CT) for heterogeneous formations of manned heless","749,954",2006,2007
0,Virtual Laboratory Environment for High-Voltage Radiation Sources,United States Department of the Air Force,to Thuc Bui,"The Computational Virtual Laboratory (VLAB) is a computer-based laboratory for performing experiments with high-voltage, high-current electron-driven sources of electromagnetic radiation. The VLAB is based on the XOOPIC object-oriented particle-in-cell framework. The XOOPIC code was developed by a team led by Dr. Verboncoeur in the Plasma Theory and Simulation Group at University of California at Berkeley starting in 1992. XOOPIC currently contains models for electrostatic and electromagnetic models in Cartesian and axisymmetric coordinates, with a Monte Carlo model for collisions. It can model the relativistic regime, with multiple species, arbitrary placement of boundaries, and user-extensible diagnostics. Applications include low temperature plasma discharges for materials processing and lighting, high power microwave devices, basic plasma physics, space plasmas, high energy accelerators, laser-plasma interactions, and beam optics. For VLAB, XOOPIC will be extended with models for advanced physics addressing the high-voltage radiation source regime, as well as their implementation. The applications range from fundamental physics in the high-voltage, high-current environments, to high power microwave sources for directed energy weapons, to nuclear effects simulation, to novel imaging concepts for medical or materials industries.less","749,942",2005,2007
0,Novel validation methods for multi-qubit systems,National Security Agency,to Hartmut Haeffner,"A quantum computer may solve problems which can not be computed using classical computers. A major challenge is that only in specific cases the solution a quantum computer proposes can be verified with classical means. Thus, one may have to resort to a second quantum computation which must be substantially different from the first one to be a meaningful test. Here we study how quantum algorithms can be implemented differently on the same quantum computer with the goal to find methods to to validate the results of quantum computations. We expect that the results of this work may also allow us to certify the proper function of a quantum computer in the first place.less","749,613",2018,2021
