,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,Buffer Layer Mediated van der Waals Integration of Contacts and Dielectrics on Two-Dimensional Semic,United States Department of the Navy,to Xiangfeng Duan,"Two-dimensional semiconductors (2DSCs) have attracted tremendous interest as an atomically thin channel for the continued transistor, scaling. To construct a functional transistor from the 2DSCs requires the integration of the 2DSCs with other critical device compo,nents, including source-drain electrodes, gate dielectrics and gate electrode, with minimum damage to the atomic lattice and electro,nic structure of the 2DSCs, which is a non-trivial challenge. Conventional electronic manufacturing, including lithography, vacuum d,eposition, and plasma etching processes, usually involve aggressive chemical processes that induce undesired structural disorders in, 2DSCs and seriously degrade their electronic properties. To robustly probe the performance limits of 2DSCs and capture their intrin,sic merits in functional devices face considerable challenges in material integration and device fabrication. In particular, it is e,ssential to retain the pristine contact interfaces and dielectric interfaces with minimum interfacial trapping states.This project a,ims to exploit a removable buffer layer on 2DSCs to prevent direct impingement by hot atoms during physical vapor deposition of meta,l electrodes. Once the deposition is completed, the buffer layer is vaporized at a moderate temperature, allowing the deposited meta,l thin film electrodes to naturally relax onto the 2DSC surface to form bond-free and defect-free VDW interfaces. We will explore a,series of buffer layers and conduct systematic structural and spectroscopic studies to investigate how the exact buffer layer, proce,ssing temperature and pressure could mitigate the deposition induced damage. We will further use the proposed approach to integrate,a series of metals of different work functions on 2DSCs, conducting fundamental transport studies to determine barrier height, Fermi, level pinning effect and Schottky-Mott rule. We will further adapt this approach for damage-free integration of high-k dielectric o,n 2DSCs with minimum interfacial trapping states. With the optimization of contact and dielectric interface, we will further constru,ct 2DSC transistors with variable channel lengths to systematically probe the contact resistance, on-state current density, mobility, and subthreshold swing, and investigate how such performance metrics depend on the integration process and scale with channel lengt,h, channel thickness and dielectric thickness.The proposed studies address the fundamental technical challenges in integrating 2DSCs, in high-performance devices, and represent the essential steps for pushing and probing the fundamental performance limits of 2D tra,nsistors. A close integration of the microstructural imaging, spectroscopic characterizations and capacitance and electrical transpo,rt studies will help develop a fundamental understanding of the critical factors governing the contact barrier, contact resistance,,carrier densi,ltaneously optimized contact and dielectric interfaces are essential for probing the ultimate scaling limit of 2DSCs and critically,gauging their potential for the continued transistor scaling down to sub-10 nm channel length regime. Successful execution of the pr,oposed effort will define a new pathway to high performance 2D electronics and establish the intellectual underpinning for adopting,them in semiconductor industry. It could open up many exciting opportunities in 2DSC-based electronic devices for various naval appl,ications, including low-power electronics, advanced military imaging technology, novel sensors for chemical warfare detection.?Appro,ved for Public Release?less","950,000",2022,2025
0,Spin Biology under Optimal Quantum Control,United States Department of the Navy,to Clarice Aiello,"@@@ht underlie many relevant biological processes, from exquisite magnetic field detection for animal navigation, to metabolic regulation in cells and optimal electron transport in chiral biomolecules. Spin measures how some quantum objects (e.g., electron, atomic nuclei) interact with, and react to, magnetic fields. Importantly, and even if pioneering studies were developed in the context of magnetoreception (MR) for organismal navigation (such as birds, butterflies and turtles), many physiologically relevant chemical reactions are known to be magnetic field-dependent via spin degrees of freedom. Such biological magnetosensing (MS) phenomena have seldomly been investigated in vivo and at the nanoscale.The fact that a truly quantum mechanism could provide an essential benefit to life processes is an astonishing hypothesis, as it suggests that organisms are, at least for a short time, behaving as living quantum sensors. Astoundingly, these quantum sensors appear to even surpass humankind-made devices, despite being embedded in a noisy, hot and wet biological environment, rather than a shielded cryostat at near-zero temperature. This indicates that, not only could establic probes that mimic living quantum sensors, and the harnessing of quantum degrees of freedom to commandeer and drive physiology.This proposal aims to utilize tools from the coherent control of open quantum systems to, for the first time, realize the latter prospect at the nanoscale. In particular, we will develop instruments in which external electromagnetic stimulation will purposefully influence, and eventually control, spin in biological reaction processes. This will allow us to overcome a current dilemma of the field known as quantum biology: traditional approaches at disjoint length scales (experiments with proteins in solution accompanied by experiments with whole organisms) make it difficult, if not impossible, to unambiguously link these quantum processes to specific physiological reactions. Current experiments do not address important details (for ex., which spins species are involved and how they cope with environmental noise) neither are designed to provide systematic knowledge. Conversely, and by design, our approach is to utilize spin as a tool in biology and medicine by developing electromagnetic handles on in vivo biological spin processes at the nanoscale under a Total Internal Reflection Microscope, thereby bridging the length scale gap and providing some much needed systematization.With systematized knowledge of spin effects at the nanoscale, selective stimulation or suppression of cellular functions that respond to electromagnetic fields is possible. For example, magnetic field and radiofrequency excitation could be applied in vivo and, in principle, via remote instructions, so as to reduce uncontrolled reactive oxygen species (ROS) proliferation (a hallmark of metabolic and degenerative diseases as well as reperfusion injury); or enhance it (to boost immune responses, locally or on the entire organism); besides, electron signaling through proteins could be made pathologically weak or strong by molecular design. In order words, our long-term goal is thus to master organismic behavior and metabolic function via the control of electromagnetic-responsive pathways (both endogenous and bioengineered), using the sensitivity of spin-tailored electromagnetic field excitation.We focus this project on questions whose answers are ambiguous given current instrumentation. Our high-tech experiments will unequivocally confirm or refute, systematize, and eventually control biological spin pathways using electromagnetic radiation.less","948,953",2020,2023
0,"A cold polar molecule-ion chemistry platform for testing reactive collision theories, new reactions, and methods of quantum control",United States Air Force,to Eric Hudson,"The objective is to construct a cold, state-selected molecular beam using cryogenic buffer-gas cooling and observe reactions with cold target ions held in an RF Paul trap using an a combination of ion imaging and mass spectrometry in order to study the reactions of polyatomic molecules with sympathetically laser cooled atomic C+ ions.less","930,000",2015,2018
0,High Fidelity Measurements and Modeling of Combustion Instabilities,United States Air Force,to Ann Karagozian,"It is proposed to undertake a collaborative research project in which researchers at both Purdue and UCLA pursue the study of reactive flowfields that can shed light on greater understanding of these instabilities and the ability to control them in practical propulsion systems. The focus of the UCLA work will be on coupling mechanisms between acoustics and both fuel droplet combustion, including fuels with additives (at UCLA) and shear coaxial jet combustion experiments (at AFRL). The Purdue focus is on obtaining high-fidelity measurements in a self-excited model combustor and improved comparisons with advanced computational models, including exploration of the effects of fuel additives.less","900,000",2015,2018
0,NOVA - A Neuro-Symbolic Vision-Language Framework for Multimodal Human-Machine Interactions,United States Department of the Navy,to Kai Wei Chang,"When humans perform a task, they make sense of the world through visual and language descriptions, conduct logical and commonsense reasoning, understand and execute instructions, and proactively request clarification when they are uncertain. Inspired by this, we propose NoVa, a Neuro-symbolic Vision-language (VL) framework that enables an AI agent to recognize new concepts and perform complextasks through multimodal interactions with humans in a reliable way. NoVa integrates three innovations: 1) object-level VL grounding that makes sense of perceptual visual inputs at different semantic levels, from low-level object attributes to high-level properties such as affordance and functionality; 2) neuro-symbolic learning that combine neural networks and symbolic rules to conduct probabilistic reasoning during training and inference phases 3) uncertainty estimation to measure the confidence of the model predictions. The final system integrates all the aforementioned components and enablesan AI agent to learn from few-shot examples and associated language descriptions. The developed techniques will be tested on various real-world tasks involving rare objects and new concepts including object detection, multimodal information extraction, and visual question answering. If successful, NoVA will make a transformative impact in reducing data collection efforts for training AI agents. This is especially important for DoD applications, where new objects, scenes, and targets are frequently encountered. In such cases, acquiring large-scale annotated data with consistent annotated labels is tedious and often impossible. In contrast, NoVa will enable a human-machine teaming framework, where domain experts such as naval officers can directly teach AI agents through examples, instructions, and describing objects, events, and semantic roles in human language. The capability can be used as a tool for pervasive, wide-area visual surveillance for military bases andreal-time intelligence information collection to facilitate command decision-making. Since human-assisted monitoring is costly and often unreliable, systems that can reduce human involvement and improve reliability are of interest.Approved for Public Releaseless","899,997",2023,2026
0,Intelligent Neuromorphic Network Based on Carbon Nanotube/Polymer Composite,United States Air Force,to Yong Chen,"To develop the intelligent functions of the neural network based on carbon nanotube (CNT)/polymer composites, and to explore a new path to create an autonomic system for self-diagnosis while overcoming the drawbacks of the programmable Si circuitsless","850,000",2015,2020
0,DEVELOPING AND VALIDATING SUB-NANO CATALYSTS FOR ENDOTHERMIC COOLING,United States Air Force,to ANASTASSIA ALEXANDROVA,"The goals and objectives of the proposed research are in the area of endothermic fuel reactions, with application to powered hypersonic flight. The work is motivated by the need to selectively catalyze endothermic reactions in fuels, thus enhancing the fuel cooling capacity, while minimizing formation of carbon deposits (coking), which tend to clog fuel passages, leading to system failure. We will focus on catalysts consisting of sub-nano clusters deposited on oxide supports as highly active, and metals efficient catalysts. Specifically, we will investigate tuning the activity, selectivity, and thermal stability of the catalysts by size-selection, alloying of the clusters, and doping the support. All these factors have been shown to affect the electronic and geometric structure of the catalyst clusters, changing the energetics for reactions, and anchoring the clusters to the support. Understanding how to optimize these multi-component catalysts requires tightly coupled, and mutually reinforcing theory and experiments, to predict, prepare, and study well-defined cluster catalysts. The PIs have developed many tools and methods required for this purpose. The experiments will take advantage of a new DURIP-funded microreactor capability what will allow cluster catalysis to be studied at high pressures and high temperatures. The theory includes unique methods developed under previous AFOSR grants to describe fluxional cluster catalysts as statistical ensembles of isomers, leading to a new paradigm in catalyst description and design. Theory extensively uses the DoD HPC resources. One of the objectives for this work is to develop new knowledge about the detailed mechanisms of reactions at high temperatures and reactant loadings (i.e., high pressures), including the effects of thermal and adsorbate-driven evolution of the catalysts. Another objective is to develop new approaches to understanding catalyst deactivation by coking, sintering, or other catalyst particle morphological changes, and how to prevent it. Achievement of these objectives will enable development of new catalysts with improved activity, selectivity, and stability for endothermic fuel cooling. Finally, the methods and design principles emerging from this work will be significant in a broader range of catalytic applications, including processes of interest for synthetic fuel production such as steam reforming and Fischer –Tropsch synthesis.less","807,702",2022,2025
0,Fusing model-based and function-based approaches to AI,United States Department of the Navy,to Adnan Darwiche,"This project is based on a distinction between model-based and function-based approaches to artificial intelligence (AI), with a further distinction between symbolic and probabilistic model-based approaches. The main insight is that the field of AI has focused on different approaches during different phases of its history, and by largely disjoint communities, even though each approach has much to offer yet comes with limitations. The PI???s Automated ReasoningGroup at UCLA has been somewhat unique in having made significant contributions to both symbolic and probabilistic model-based approaches, particularly as far as integrating such approaches. Moreover, it has pioneered work on compiling models into tractable circuits, which can be viewed as a class of functions; in line with the current function based approaches realized by neural networks and deep learning. This project will capitalize on theseaccomplishments and associated expertise for the goal of fusing model-based and function-based approaches, using new insights and innovative research directions. In particular, we plan to capture domain knowledge using partialmodels, that integrate logical constraints, uncertainty, independence and causality. This will allow us to utilize both symbolic and probabilistic model-based approaches for the purpose of capturing the (partial) knowledge we may have about a domain. We then plan to synthesize a function structure from a partial model, while directing the function towards a specific query, as in neural networks. We will finally train the synthesized function structure using labeled and unlabelled data, in a style similar to, but that extends deep learning approaches to combine supervised and unsupervised learning.less","800,000",2018,2022
0,HAMILTON-JACOBI PDE METHODS TO ACCELERATE TRAINING IN DEEP LEARNING,United States Air Force,to Stanley Osher,"A major challenge for the deep learning research community is to better understand generalization. Generalization means that the trained DNN performs effectively on relevant data outside the training set. Generalization as currently understood, is not mathematically tractable, since it involves a combination of data, network architecture, and regularization, along with training methods. Our approach facilitates generalization by widening the local minima at various scales via PDE methods, in particular the Hamilton-Jacobi (HJ) equation. This reduces classification error (trapping in non-global minima) and speeds-up convergence.less","796,906",2018,2021
0,An Optimized Qubit for the Next Generation of Quantum Information Processing,National Security Agency,to Wesley Campbell,"While progress continues toward increasingly sophisticated and larger-scale trapped ion quantum information processing (QIP), the substantial difficulty of working with the available trapped ion species is becoming more apparent. These ions suffer from one or (typically) more of the following atomic-species-specific impediments to scaling up the fidelity and system size: qubit initialization that is either poor-quality or too slow, qubit readout that is either poor-quality or too slow, coherence times during operation that are too short, dark states whose repumping is too slow, and a lack of high-quality photonics hardware at operational wavelengths. We propose to build upon our recent breakthough in trapping and cooling the synthetic radioisotope 133Ba+ to demonstrate that working with this species will not only dramatically simplify the trapped ion quantum information processor, but will enable progress through its suite of robust hyperfine and optical qubits that couple to visible, fiber-friendly light. We will begin by improving our loading methods to allow working with this species without cumbersome overhead associated with its radioactivity. We will demonstrate a complete set of QIP tasks using a clock-state qubit defined on an optical transition (an ""optical-frequency qubit""), including a two-qubit entangling gate. This effort will be centered on a 1762 nm laser system we will build in successively-narrower-linewidth stages, demonstrating increasingly precise operations as the laser linewidth continues to improve. We will demonstrate state preparation and state detection using the laser-cooling lasers, and a complete set of QIP gates on the optical-frequency qubit using the narrow-linewidth laser. Upon completion of this program, the attractive features of this wholly unique qubit host will be easily accessible to the rest of the community to continue progress in trapped ion quantum information processing.less","780,000",2018,2021
0,RoMeLa Advanced Machining and Manufacturing Robotics Facility at UCLA,United States Department of the Navy,to Randall O'Reilly,"Summary The Robotics and Mechanisms Laboratory (RoMeLa) at UCLA is requesting funds from DURIP to develop an advanced machining and manufacturing robotics shop. The proposed facility would allow for the fabrication of advanced mechanical designs and rapid prototyping to continue RoMeLa’s cutting edge research and development in robotics. RoMeLa has been at the forefront of humanoid robotics for the past decade. Many of RoMeLa’s past robotic projects have been recipients of Department of Defense (DoD) funding, resulting in successful, high impact robots such as THOR and THOR-OP, humanoid robots designed to provide aid in disaster relief situations. THOR-OP placed in the top 8 in the first round of the DARPA Robotics Challenge (DRC) and won “Best in Task” for the valve task. Both THOR and THOR-OP will compete in the finals of the DRC in June of 2015. Also developed at RoMeLa, the autonomous vehicle Odin from Team Victor Tango was an autonomously driven SUV that placed third in the DARPA Urban Challenge in 2007. DARwIn-OP is a small humanoid robot which is now an immensely popular platform for research and education. DARwIn-OP is also the World Champion in the international autonomous robot soccer competition, RoboCup kid size division four years in a row. CHARLI is considered the United States first adult size humanoid robot, which lead to the development of SAFFiR a humanoid robot for fire fighting on navy ships, sponsored by ONR. All of these past robots were designed and fabricated when RoMeLa was at Virginia Tech. RoMeLa has since moved to UCLA and is in the process of reestablishing the lab space. We have the same creative minds (under the leadership of the PI, Dr. Dennis Hong), the same enthusiasm, the same expertise, and the same exciting projects and ongoing research. In order to continue producing the innovative robotic creations that RoMeLa is known for, we need to accrue similar resources that RoMeLa acquired at Virginia Tech. Currently the lab is working on new and exciting projects which include; ARPIOS, a high functioning lightweight humanoid robot; a new version of THOR-OP, a humanoid robot competing in the DARPA Robotics Challenge finals; and a hexapod robot for demining and ordinance removal applications. We plan to acquire a CNC Mill, CNC Lathe, Wire EDM, and a 3D printer through funds from DURIP. These projects all require advanced machining and rapid prototyping facilities in order to come to fruition.less","775,480",2015,
0,This Grant is a continuation of N000141410104 A MAC-PHY Architecture & Smart Radio Prototype to Maximize Network Spectral Efficiency,United States Department of the Navy,to Babak Daneshrad,"Year 1:Theoretical and Simulation work identifying a distributed optimization protocol.Specifics include:o Investigating alternative decision criteria for resource allocationo New approaches to iterative beamforming subject to interference and QoSconstraintso Near optimal policies governing band segmentationo Spectro-spatial power allocation to minimize interference footprintYear 2:Continue year 1 effort focused on identifying a distributed optimization protocolEach WARP radio has 2antenna portsThe JFW mesh module provides full bi-directionalconnectivity between all antenna ports. it also provides up to92 dB of independently controlled attenuation on any path50PMA-030 8 port mesh interconnect18 MAC-PHY co-design to maximize network spectral efficiencyo Identify and evaluate modified slotted ALOHA mechanism and conduct trade-offanalysis vis-a-vis a standard TDMA schemeo Model and exploit network dynamics and quantify its effect on the overall systemperformanceo Optimum band segmentation in a parallel acquisition strategyo Use of second order statistics to help bootstrap the beamforming and beamnullingalgorithms.Year 3: Continue year 2 efforts focused on the development and evaluation of the Slotted-ALOHA MAC with support for the iterative beamforming approach Study system performance under realistic operating environmentso Performance as a function of the offered loadImpact of topology variationo Evaluation under relevant military CONOPS (neighborhood clearing, Littoralspace, ?) Start the development of the Phase 1 Matlab-over-RF prorotypeYear 4: Complete Matlab-over-RF phase-1 prototype system and demonstrate it to the sponsorMigrate the phase-1 prototype system to phase 2 and enable real-time communication ina 1 MHz bandwidtho Port Matlab code to the radio?s onboard FPGA/DSPo Real time testing and debugging in a static indoor environmento Static and dynamic testing in outdoor environments representative of actualmissions Final demonstration to the customer of the unit?s ability to support multiple concurrentlinks with significant improvement in the network spectral efficiency (venue to be chosenby ONR).less","774,957",2016,2017
0,"Electrolytes, Architectures and Electrode Materials for High Rate Energy Storage",United States Department of the Navy,to Bruce Dunn,Funds will be provided to UCLA to address two common topics that have a common theme of using advanced materials to address limitations in lithium-ion battery technology. The first area of research will focus on high rate electrode materials will lead to materials which are able to retain high energy density at discharge rates commonly observed for carbon-based supercapacitors. The second area of research provides the enabling science that can bring photoresists and photo-patterning capabilities into the lithium-ion battery field.less,"773,968",2015,2017
0,A Fully Unified Eddy-Diffusivity/Mass-Flux (EDMF) Parameterization in the U.S. Navy Global Weather Prediction Model,United States Department of the Navy,to Joao Teixeira,"Funds are provided to conduct research to develop and evaluate a new fully unified boundary layer and deep convection parameterization based on the multiple-plume Eddy-Diffusivity/Mass-Flux (EDMF) approach. This is a turbulence and convection parameterization that can be considered fully unified, in the sense that it is able to represent convective processes from boundary layer to deep moist convection with one single parameterization. The goal is to develop a scheme that can be implemented into the NAVGEM and NEPTUNE models. The EDMF parameterization will be extended to deep convection, allowing for a full unification of the parameterization of all turbulent and convective processes that occur in the Earth???s atmosphere including deep moist convection. A necessary step to extend EDMF to precipitating deep convection conditions is to couple the MF component to a cloud microphysics scheme. The physics of downdrafts and cold pools associated with deep convection will also be included.less","770,692",2018,2021
0,Modeling atomically dispersed metals on oxides as catalysts for oxidative decomposition of chemical warfare agents,United States Department of the Army,to Philippe Sautet,"Facile decomposition and neutralization of chemical warfare agents (CWAs) under ambient conditions is a major challenge in the modern world. Recent events demonstrate that there is an unmet need to better protect soldiers using personal protective ensembles that neutralize or destroy CWAs under ambient conditions. To achieve the goal of efficient CWA destruction under ambient conditions, new highly efficient catalysts are required. We propose to develop, from ab initio modeling, principles for designing new materials comprised of highly dispersed metal atoms, including single atoms, supported on metal oxides as catalysts for efficient oxidative decomposition of CWAs under ambient conditions. This proposed modeling has the potential for design of catalysts with high reactivity under moderate, ambient conditions by exploiting the high reactivity of open coordination sites on highly dispersed metal centers. The proposed research will address several key questions: ¥ What combination of metal oxides and metals yield stable highly dispersed metals centers in ambient conditions? What is the equilibrium oxidation state of theses highly dispersed metal centers? What are the underlying factors that determine stability? ¥ Which of these materials are computationally predicted to be most effective for oxidative decomposition of CWAs (sarin and mustard) and their simulants (Dimethyl methylphosphonate, DMMP and 2-Chloroethyl ethyl sulfide, CEES) and what is the mechanism and the kinetics for this decomposition, including the possible role of reactive peroxo species formed from O2? ¥ Can products be removed from the active site and stored on the oxide support? Or is there a threat that the active site is contaminated by the products? ¥ How do other gases in the environment, as water, affect the structure of the highly dispersed metal center and their efficiency for the catalytic oxidative decomposition? Density functional theory (DFT) calculations will be used to investigate the structure of highly dispersed metal sites, their oxidation state in ambient conditions, their stability against sintering and their reactivity for oxidation of CWAs (sarin and mustard) and their simulants (DMMP and CEES). The calculations will be performed with the VASP code Total energies will be combined with a thermodynamic treatment in order to assess the stability of various catalyst structures in reaction conditions. The exploration of geometric configuration will be performed manually for small catalytic species, but will use automated global optimization techniques for larger ones. Reaction pathways will be determined using a combination of nudged elastic band and dimer methods. DFT studies enable to rapidly screen for candidate materials that can then be tested experimentally. This approach will yield design principles for predicting stability and reactivity of catalysts. Simulants will be considered to facilitate the interaction with Virginia Tech. DFT will be used to also model actual CWAs to understand their reactivity, and to assess how well simulant used in academic experimental studies can predict CWA behavior. Experimental studies of CWAs on model materials will be performed in collaboration with researchers at Chemical and Biological Center (CBC) to further benchmark the theory. The longer-term goal of this work is to use the understanding gained from the modelling to design active and cost-effective catalysts for efficient CWA decomposition that can be incorporated into protective equipment.less","769,235",2021,2024
0,Mindful Self-Compassion for Co-occurring PTSD/SUD in Trauma-Exposed Women Experiencing Homelessness,United States Department of the Army,to Dana Garfin,"Trauma exposure, posttraumatic stress disorder (PTSD), and substance use disorder (SUD) present major threats to public health. PTSD and SUD are major correlates of disability, often resulting in severe social and occupational impairment. Comorbidity between PTSD and SUD (PTSD/SUD) is common and frequently co-occurs with other mental health ailments including depression, anxiety, and suicidality. Comorbidity may be amplified in groups vulnerable to high trauma exposure, such as women with low socioeconomic status including women experiencing homelessness (WEH). Moreover, the reciprocal nature of PTSD/SUD (substances are used to cope with PTSD symptoms; substance use can create high-risk situations for new traumas to occur) can create a cycle of trauma and symptomatology leading to a critical health disparity. PTSD/SUD can be costly and difficult to treat, with treatment completion often low and relapse rates often high. Low-cost, complementary interventions, such as self-compassion (SC) interventions, which target key mechanisms that maintain PTSD/SUD, could improve treatment outcomes. SC interventions include practices that build skills to improve emotional responses, cognitive understanding, and mindfulness. Recent research supports the benefit of SC interventions for reducing PTSD, SUD, and related comorbidities, potentially with large effects. However, sample sizes have generally been small and randomized designs infrequently used. Moreover, while SC interventions may act to improve key mechanisms of treatment response and/or symptom maintenance (e.g., emotion regulation/dysregulation, trauma-related guilt, trauma-related shame, moral injury, and craving), such mediating factors have been underexplored. To address these limitations, the present proposal will implement community-based research principles and use a two phase, mixed-method design to adapt and test a widely used SC intervention (Mindful Self Compassion; MSC) for use with a sample of WEH with PTSD/SUD. The project will be conducted in partnership with a state-funded drug treatment facility that serves women and families experiencing high health disparities. Phase I will adapt the standard MSC course for use with trauma-exposed WEH with PTSD/SUD using the ADAPT-ITT model, an eight-stage model that engages community partners to increase feasibility and acceptability of interventions for at-risk populations. A community advisory board will design a semi structured interview guide for use in focus group sessions (N=4 focus groups, 28 WEH total) to gain feedback that will inform intervention adaptation. Phase II will be an open-label cluster randomized clinical trial (N=202) to test the benefit of the adapted MSC at improving primary (PTSD, substance use) and secondary outcomes (depression, anxiety, suicidality) among a sample of WEH with PTSD/SUD residing in a residential drug treatment site. MSC (n=101) will be compared to Treatment as Usual (TAU; n=101). WEH in the MSC group will complete a 6-week (six sessions plus a half-day retreat) MSC intervention. The TAU group will engage in weekly check-ins with the research team but will not receive an intervention. WEH will be assessed at baseline, immediately post-intervention, and at a 4-month follow-up. One-on-one interviews will be conducted with the MSC group to collect qualitative data on experiences. An exploratory aim will be to elucidate mechanism of treatment-response and maintenance or remission of PTSD symptoms. These potential mechanisms will include SC, emotion regulation/dysregulation, trauma-related guilt, trauma-related shame, moral injury, and craving. Results may inform treatment for PTSD/SUD in WEH and other groups experiencing high health disparities and provide valuable insights into mechanisms underlying PTSD/SUD symptoms over time. Findings are relevant to military populations, which experience high rates of PTSD/SUD, and other populations disproportionately exposed to trauma.less","768,344",2023,2026
0,Charge Storage and Ion Transport in Non-Crystalline Materials,United States Department of the Navy,to Bruce Dunn,"ABSTRACT: The studies described in this proposal concern the synthesis and properties of new electrochemical materials which are designed to possess specific properties that address limitations in lithium-ion and sodium-ion battery performance and capabilities. Three separate research topics are considered. The research on high rate electrode materials is directed at the limitation in obtaining electrode materials which retain high energy density at high charge/discharge rates. The research will focus on amorphous materials as initial results with amorphous VO2 indicate that the Na+ insertion properties of this material reach the high discharge rate properties comparable to those obtained for high rate Li+ insertion materials. The second topic involves research on anion redox processes. This project is directed at anotherlimitation; the low energy density of positive electrode materials for lithium-ion batteries as the prospect of adding anion redox processes to traditional cation redox will lead to an increase in the total amount of charge storage. These studies will focus on amorphous polysulfide systems whose covalency and band structure are expected to lead to more stable anion redox processes.The third area of investigation concerns the multifunctionality of polymer electrolytes. The objective here is to create polymer electrolytes that exhibit ionic conduction and can also be photo-patterned. The principal objective of the research is to greatly improve the ionic conductivity of the polymer without compromising its photo-patterning properties. By bringing photo-patterning processes into the lithium ion battery field, we are leveraging semiconductingprocessing for battery fabrication and design.less","765,818",2019,2022
0,Quantum-assisted molecular technology,United States Department of the Army,to Eric Hudson,"This project is working to demonstrate entanglement between trapped polar molecular ions, which is the necessary, but so far missing, ingredient for constructing quantum-assisted technology based on polar molecules. While there has been much work on controlling neutral polar molecules, polar molecular ions have somewhat been neglected by the mainstream cold molecule community. This is because it was commonly assumed that the details of ion trapping prevented use of the dipole-dipole interaction to generate entanglement between trapped molecular ions. However, we have recently shown this is not true and, in fact, a full host of applications for polar molecules is available to molecular ions. In this project, we will use a combination of laser-cooling and sympathetic cooling to prepare molecular ions in their quantum ground state and develop techniques for state detection. These molecules will then be entangled using a series of microwave based gates we have recently theoretically described. This work coupled with the exquisite control available in ion systems, will position the field for major breakthroughs in quantum information science and quantum metrology.less","758,483",2019,2022
0,Salivary Exosome (nsEV) Analysis to Elucidate Intercelluar Signaling Events that Precede Pilot Fatigue &Impaired Cognition,United States Air Force,to Varghese John,"This consortium research effort will yield two key deliverables that prevent compromise by cognitive fatigue of pilot safety and mission success. The first is a catalog of molecular predictors of cognitive fatigue present in saliva. This catalog will facilitate construction of smartphone-type devices that allow small saliva draws to be analyzed for inflight assessment of cognitive function. The second is a biochemical map describing how communications among body tissues change as fatigue sets in. Understanding these changes will enable development of training programsthat enhance pilot cognitive endurance.The PI's team’s unique experience and technology capabilities will enable these deliverables to be realized via analysis of exosomes, nanometer-sized vesicles produced by all body cells, in saliva. Whereas saliva is a complex mixture from which low abundance, yet highly important, cell-to-cell communication molecules are difficult to isolate, exosomes are distinct carriers of such molecules; enriching salivary exosomes allows one to accurately measure how levels of these molecules change as cognitive function declines. Making an expansive and integrated set of such measurements will allow project key deliverables to be realized and enable development of both smartphone-type cockpit devices for forewarning cognitive fatigue and training programs that improve pilot endurance.less","758,287",2017,2020
0,Option 2: Address a Major Challenge in Silicon Quantum Dot Qubits,National Security Agency,to HongWen Jiang,"The inability to perform read-out in a majority of Si MOS and Si/SiGe spin qubit devices presents one of the biggest challenges to the Si qubit research community. In this experimental program, we propose to improve the outlook of the spin-read-out in two different areas. First, given the small valley splitting in an overwhelmingly large number of SiGe QD devices, we will conduct a sequence of coherent manipulation experiments on a series of highly-tunable and well-characterized Si/SiGe QD devices to develop advanced read-out schemes. The small valley-splitting tolerant methods will use specially-designed pulses and exploit the valley-parity effect. In addition, accumulation mode QD devices with designs similar to those used by other major experimental groups will be fabricated to test the small-valley-splitting tolerant methods so that results obtained here can be compared with other results. Second, an e-beam-less nanofabrication process will be developed to reduce charge impurities in the proximity of Si MOS QDs to a level comparable to that of epitaxial heterostrucures, while preserving the basic device structure of Si MOS, thus avoiding the read-out difficulty produced by parasitic dots. The project is completely in line with the call for option 2 proposals and is based upon the accumulated experience of the group in both Si MOS and Si/SiGe QDS fabrication and characterization. If a major portion of the concentrated effort is successful, it will qualitatively improve the yield and fidelity of the spin-based Si qubits as well as make the implementation of a multiple-qubit system more practical.less","752,752",2017,2020
0,Miniaturized Thermal Energy Harvesting System,United States Department of the Air Force,to Dong-Gun Lee,"The objective of this Phase II program is to develop an innovative thermal energy harvesting system which is substantially superior to commercially available Seebeck devices. PowerMEMS believes that wireless technology is revolutionizing the industrial instrumentation world, but the idea of periodically replacing batteries in thousands of wireless device is unacceptable. Therefore, the key to developing a fully automated wireless based sensor network is providing remote power. To address this, PowerMEMS proposes a novel thermal energy harvesting system based on active materials. We propose using a mechanically coupled thin film ferromagnetic alloy with a thin film piezoelectric material along with new thermal interface materials. By combining these materials in a novel fashion, provides a unique device potentially producing larger power densities than currently available. BENEFIT: During the last decade there has been significant growth in low-power wireless sensor network systems (WSN) for applications such as aircraft health monitoring, petroleum screening, and bioterrorism evaluation.  All of these applications represent important issues to national defense and thus to the Air Force Office of Scientific Research.  While WSN systems are becoming prevalent throughout our society, the major remaining obstacle is providing remote energy, i.e. energy harvesting.  While conventional wireless systems include cell phones and laptops, future wireless systems are orders of magnitude smaller and more ubiquitous than current systems, providing detailed and site specific information on complex systems (e.g. aircraft engines). However, the idea of periodically replacing batteries in thousands of wireless devices throughout a defense or industrial complex is unacceptable and in many applications (i.e. jet engine health monitoring) impossible. This proposal suggests a radial new approach to solve these problems with large applications in both commercial and defense sectors.less","750,000",2008,2010
