,title,funder,investigator,abstract,funding_amount_usd,start_year,end_year
0,New England Seamount Calibrated Acoustic Fluctuation Experiment (NESCAFE),United States Department of the Navy,to Matthew Dzieciuch,"Scripps Institution of Oceanography (PI: Matthew Dzieciuch) proposes to conduct the New England Seamount Calibrated Acoustic Fluctua tion Experiment (NESCAFE), a Task Force Ocean (TFO) Department Research Initiative (DRI). The focus of NESCAFE is to understand and improve the acoustic propagation prediction capabilities of an ocean model in a highly dynamic region. The Gulf Stream crosses the e xperimental area and its influence will be challenging for both the ocean and the acoustic models. A pilot deployment has thus been proposed to validate the basic scales of variability before the main deployment. Planning for the experiment has revealed that chang es in the acoustic arrival pattern are expected to be large and occur rapidly. The changes are likely to violate the typical assumpt ion of linearity and will demand new methods to be developed. The most highly variable component is the upper few hundred meters of the ocean. This layer changes from well-mixed in the winter to stratified in the summer. The presence of the warm Gulf Stream leads to sharp fronts that move rapidly and significantly affect the sound speed. An acoustically important layer is the relatively warmer mode water at 18C that is located at about 100-500 m. This layer forms a thermopause, a region of weak thermocline gradient, embe dded in the stronger main thermocline. The weak temperature gradient leads to a weak sound speed gradient that transitions to a stro ng main thermocline gradient around 500 m. This transition zone between weak and strong gradients is associated with a rapid diverge nce of ray paths. Furthermore, since the mode water has a weak gradient, any perturbation due to Gulf Stream meanders, eddies, or in ternal waves can result in the formation of a subsurface or secondary acoustic duct that is located above the main thermocline. Soun d trapped in this layer will experience little loss but will also be highly variable as the mode water is modulated by the Gulf Stre am. The experimental geometry seeks to acoustically probe this layer and investigate the limits of our current measuring and modelin g capabilities. The main challenge of this experiment will be to see if the acoustic arrival pattern of the observations is predicta ble based upon the available environmental information? The environmental information can come from climatology, ocean models, or lo cal observations. For identified ray paths or ducted modes we seek to answer two further questions: 1) Can the acoustic observations be used to infer properties of the sound-speed profiles? and 2) Can we predict the statistics of the arrivals? The central question s are: How much environmental information is necessary to reliably predict the acoustic propagation observations? For what length of time can an ocean model skillfully predict the acoustic arrival patterns. What are the impacts on signal detection, coherence, and tracking?Our goal is to explore the fundamental limits of acoustic signal processing and to exploit the remote sensing capabilities of acoustics jointly with ocean models to characterize acoustic signal propagation. The data and skills obtained by this experiment will improve our ability to monitor, communicate, and navigate in one of the most highly dynamic parts of the ocean.Approved for Pu blic Releaseless","6,521,527",2021,2025
0,Coordinated Arctic Acoustic Transmission Experiment (CAATEX),United States Department of the Navy,to Matthew Dzieciuch,"Scripps Institution of Oceanography (Co-PIs: Matthew Dzieciuch and Peter Worcester) propose to conduct the Coordinated Arctic Acoustic Thermometry Experiment (CAATEX), a joint U.S.- Norwegian acoustic propagation experiment across the Arctic basin. Our Norwegian partner is the Nansen Environmental and Remote Sensing Center (NERSC) in Bergen, led by Hanne Sagen. The CAATEX experiment would take advantage of MOSAiC, an International ArcticScience Committee (IASC) sponsored project, in which an icebreaker, the R/V Polarstern, will drift across the Eastern Arctic in the Transpolar Drift from summer 2019 to summer 2020. Transmissions from an acoustic source deployed from the icebreaker will enable remote sensing of the Arctic basin. The NERSC proposal for the source deployment and three receivers has beenfunded by the Norwegian Research Council. We propose to deploy three receivers in the western Arctic. The furthest north receiver will also have an acoustic source that will be capable of being detected at all the other moorings.This proposed experiment is designed to be comparable to previous trans-Arctic propagation experiments conducted in the 1990s. The drift track and multiple receivers of CAATEX will allow for an expansion of the measurements throughout the basin. The comparisons will contrast present day heat content to the past measurements, but there are several other points of comparison. These include transmission loss, which depends in part on the ratio of first-year ice to older ice; acoustic scattering, which diagnoses the strength of internal-wave activity; and the acoustic arrival structure, which changes with the vertical stratification. The CAATEX combination of a drifting and a moored source will provide a powerful space-time sampling of the Arctic basin. More capable receiving arrays and a compact sound source that can be deployedfrom a ship and on a mooring will be able to extend the analysis beyond previous work. Our goal is to explore the fundamental limits of acoustic signal processing and to exploit the remote sensing capabilities of acoustics to characterize the large-scale properties of the Arctic Ocean. The measurements of physical ocean and ice processes, and of the acoustic signal propagation and ambient noise obtained by this experiment will improve our ability to monitor,to communicate and to navigate in the Arctic Ocean.less","6,305,097",2018,2022
0,ROXSI: ROcky shores eXperiments and SImulations,United States Department of the Navy,to Falk Feddersen,"The goal of ROXSI (ROcky shores eXperiments and SImulations) is to study the coastal ocean dynamical processes of rocky shores impor tant to Navy operations through combined in situ and remote sensing observations, and high-fidelity CFD and community models. About 75% of the worlds coastlines are rocky, limiting current Naval accessibility. By avoiding these rocky shores, the Navy is predicta ble. In contrast to well-studied sandy shores, rocky shores are inherently multiscale with complex three-dimensional (3D) geometries at scales of cm to 100s m. Multi-scale bottom variability has strong effects on wave processes, such as scattering, reflection, non linear energy transfers, and dissipation that are dramatically different than on sandy beaches. Rocky shores are exposed to large wa ves that strongly affect water-column turbulence and wave-driven inner shelf and surf zone currents (rip currents, undertow). The ap plicability of existing models developed for low-sloped, sandy beaches in predicting rocky shores wave propagation, circulation and turbulence is unknown, nor is what new physics must be included to make accurate predictions. As part of ROXSI, four central C rnia field experiments will occur from Big Sur to Santa Cruz spanning different canonical rocky shores types, based on bottom roughn ess from existing highresolution bathymetric surveys, shoreline type and complexity, wave climate, local knowledge, and logistics. T hese field sites are representative of rocky shores found worldwide. The proposed experiments use nested in situ arrays together wit h remote sensing to capture wave and circulation gradients and processes at different scales. The arrays will extend from 40-m water depth through the intertidal zone and span a few kilometers in the alongshore. The instrument arrays will be arranged along lines p arallel and perpendicular to shore to synchronously and asynchronously measure wave transformation and circulation patterns across s cales of 10 m - 1 km. For <10 m scale, a small-scale coherent array will be deployed around rocky obstacles to make detailed measure ments of processes that dissipate energy and alter wave properties. Ground- and UASbased lidar and optical remote sensing will measu re the time-evolving 2D wave field from the intertidal to offshore, capturing the transformation of nonlinear directionally-spread w aves propagating over complex rocky bathymetry, wave breaking and dissipation, and wave-induced currents via foam streaks. Vessel-ba sed observations and surface drifters will augment in situ moorings and ground-truth remote sensing measures. A suite of numerical m odel simulations will quantify fundamental water column processes, wave transformation and circulation dynamics on rocky shores. Hig E model simulations will determine the relative importance of wave scattering and dissipation due to bottom friction, and improve ex isting parameterizations in community wave models SWAN and WAVEWATCH III (WW3). Also, NHWAVE and COAWST (consisting of ROMS and SWAN /WW3) model simulations at a resolution of O(1-5 m) will be configured for the four field study sites to determine ideal instrument deployment design, and will be validated against observations from the inner-shelf to the intertidal zone. These comparisons will p rovide further improvements to parameterizations for wave scattering and dissipation due to bottom friction. Finally, high resolutio n SOMAR LES, at a resolution of O (0.01-2 m) and NHWAVE run at typical wave propagation scales will examine internal wave processes on rocky shores, and determine the applicability and limitations of hydrostatic community models such as ROMS.less","6,168,710",2021,2024
0,Sea-Level Rise in the Indo-Pacific Region: Building a Framework for Interdependent Resilience,United States Department of the Navy,to Mark Merrifield,"We will quantify flood vulnerability at Guam and Hawaii using two approaches that link climate model projections to Total Water Level (TWL), or the superposition of tides, wave-driven runup, and storm surge. We will use the TESLA climate emulator, and a coupled numerical modeling approach that links CMIP6 atmosphere-ocean global climate model (AOGCM) output with wave and tide/storm surge models. The models will be used to assess high-tide flooding, as well as vulnerabilities to extreme events associated with storms and energetic swell. Surrogate models will be used to bring wave energy to the shore. TESLA opens opportunities to consider scenario-driven risks in high temporal and spatial resolution and provides a framework for assessing heavy rains and compound flooding events. The AOGCM approach establishes an explicit dynamical link between TWL and CMIP6 climate simulations. We will explore optimal vulnerability assessments based on a hybrid approach using these two modeling systems. Foundational adaptive capacity research for Guam and Hawaii will involve, i) a review of local military/civilian planning history to assess the character of interactions, ii) a planning document review and analysis to identify joint military/civilian planning processes, adaptation planning processes, and points of synergy and tension between military and civilian decision-makers, iii) spatial analysis to determine social vulnerability aspects on and off-base and iv) organizational mapping of the local community of practice involved in adaptation planning extending from military to civilian entities and community-based organizations. The team will conduct initial outreach to community-based organizations to help identify community members who would be willing to participate in interviews or focus groups. In collaboration with the modeling team, we will determine opportunities for stakeholders to inform the modeling process and emphasis.-The flood risk simulations and interdependencies and vulnerability analyses will be used to test and evaluate how various decision-making frameworks can be utilized to optimize on and offbase collaborative strategies for adaptation. Focus groups including military and civilian decision-makers will be assembled to test responses to the model outputs and assess the sociopolitical and physical feasibility of developing adaptation options predicated on those outputs.These focus groups also will probe how decision-making processes may be improved to identify and align interlinkages between base and community vulnerabilities. We will evaluate decision making processes through Table Top Exercises that consider Dynamic Adaptive Policy Pathways. The results will inform a decision-making framework that integrates social and organizational factors with awareness of physical exposure. Recommendations on how to apply the decision-making framework and risk-management tools developed in this study will be presented.less","5,633,521",2023,2028
0,Pacific Marine Atmospheric Boundary Layer (MABL) Sensing and Prediction,United States Department of the Navy,to Eric Terrill,"Pacific Marine Atmospheric Boundary Layer (MABL) Sensing and PredictionThe Marine Atmospheric Boundary Layer and its coupling to the upper ocean continues to pose a unique set of prediction challenges: the physical environment on both sides of the air-water interface and the propagation of signals in these regimes. Similarly, challenges exist in observing the physics in this domain where gradients in environmental fields are sub-grid scale to the resolution of modelling tools. The proposed work will advance observational techniques for assessing environmental impacts on RF propagation with a particular focus on the role of surface waves, turbulent boundary layers, and the coupling physics that occur at sharp oceanic gradients (e.g. fronts). Novel to this work is the use of unmanned vehicles with specialized payloads, radar systems, and advanced autonomy algorithms in a synthesized framework for collecting adaptive measurements in real-time. These measurements will be used to improve the representation of sub-grid scale processes in numerical prediction tools. The proposed work will include the analysis of relevant ONR sponsored datasets and the collection of new observational datasets in the Western Pacific region. We propose to continue a trajectory of developing tools to observe this complex environment, collecting new observations, and interpreting those observations both in the context of physical processes and numerical prediction tools. This research will include the collection of data sets in the Pacific, identify gaps in present day prediction tools, and provide scientific results to underpin future research investments.less","4,975,369",2020,2025
0,Integrated Comb Assisted Spread Spectrum Receiver,Defense Advanced Research Projects Agency,to Stojan Radic,Develop an integrated photonics based optial comb assisted spread spectrum receiver.,"4,677,000",2016,2019
0,THIS GRANT IS A CONTINUATION OF N00014-13-1-0632: The Information Content of Ocean Noise: Theory and Experiment,United States Department of the Navy,to William Kuperman,"The MURI team led by the PI will develop a scalable methodology to exploit ambient noise to estimate geo/ocean parameters and their evolution with time by: 1) developing a theoretical understanding of the information content available in the combination of acoustic data and a priori information, including physical models, 2) developing data processing and inversion methods that attain this information extraction goal and 3) experimentally validating results.less","4,125,000",2016,2017
0,THIS GRANT IS A CONTINUATION OF N000141310678 - Near-field Nanophotonics for Energy Efficient Computing and Communication (NECom),United States Department of the Navy,to Y. Shaya Fainman,"Progress ReportComputing and Communication (NECom)???During the reporting period the MURI Team made a number of significant contributions to fundamental research and nanotechnology development of nonlinear optical metamaterials and nanoscale meta-devices, including: (i) creation of second order nonlinear effects in silicon nanostructures by exploiting strain gradient, surface charges, and nonlinearities induced by the space charge fields; (ii) construction of hyperbolic metamaterials exploiting InGaAsP quantum wells and silver nanostructures for operation at telecommunication frequencies; (iii) growth and characterization of nonlinear GaN nanowires on silicon; (iv) creation of second order nonlinearities in polymers integrated with silicon; (v) construction of multiphoton characterization apparatus; (vi) study of optical interactions with magnetooptic nanostructures on femtosecond time scale; (vii) investigation of Bound State in Continuum effects using optical emission in InGaAsP; and (viii) creation of adiabatic elimination in silicon waveguide arrays for ultra-dense photonics integration. The research findings were published in over 50 peer review journal publications, including high impact journals such as Science, Nature, Nano Letters, ASC Nano, Optica and Scientific Reports. The research results on nonlinear metamaterials and meta-devices are compatible with CMOS manufacturing process being developed by American Institute for Manufacturing Photonics, and the developed technology will have an impact on future computing and communication systems.Grant AddendumOPTION 1: 30 JUN 2016 - 28 JUL 2018 $3,000,000.00ObjectiveThe performers intend to maximize the induced asymmetric strain in silicon through several complementary techniques. Team will investigate various material compositions and geometries in an effort to enhance the second order nonlinearity attainable in silicon by at least a factor of ten relative to the state-of-the-art. As an example, we will explore the integration of both tensile and compressive silicon nitride films into silicon waveguides. We predict that the arrangement of both tensile and compressive straining elements, in a push-pull configuration, may additionally boost the induced optical nonlinearity. Combining this with the optimization of various processing parameters, such as those involved in Plasma-Enhanced Chemical Vapor Deposition (PECVD) and sputtering, should increase the generated nonlinearities even further. Additionally, research will make use of materials possessing different thermal expansion coefficients, such as silicon dioxide, silicon nitride, gold, and germanium. The last of these has already been used in microelectronics to produce tensile stress in silicon. By exploring a wide range of material compositions and geometries, we anticipate the realization of optical nonlinearities significantly greater than those previously reported. These geometrically-dependent nonlinearities will subsequently be co-optimized with specific device structures. By maximizing the spatial overlap of these nonlinear materials with the optical modes of the nanoresonators, team will demonstrate devices with unparalleled switching speeds, physical dimensions, and energy efficiencies. Overall MeritsThe proposed work is of sufficient technical merit to warrant funding and is in the best interest of the Government. This proposal presents a coherent vision for advances in the science and technology of Nanophotonics with an aggressive but balanced approach to research. Finally, the proposal clearly noted the beneficial impact the effort could have not only on digital systems but also analog systems highly relevant to the DoD.Short Statement of WorkPerformers are to investigate deeply sub-wavelength composites in the optical frequency regime, engineered on atomic and/or the scale of a few atomic layers, which will exhibit a qualitatively different response to radiation than that predicted by theless","4,125,000",2016,2019
0,A Distributed Network of Internal Wave Resolving Moored Arrays for Assessing Tide-Resolving Model,United States Department of the Navy,to Amy Waterhouse,"We propose to collect high-frequency in situ measurements that can resolve the energy flux associated with internal waves propagating through the deep ocean by combining high vertical-resolution moorings to resolve the waves modal structure with an antenna of vertically-integrated measures of variability to resolve the speed and direction of beam propagation. This proposal will instrument one, internal-wave resolving (IWR) array that is re-deployable to multiple locations. The IWR Array proposed here comprises two pressure, sensor equipped inverted echo sounders (PIESs) and five PIESs with an additional current-sensor on each (CPIESs) and a densely instrumented, full-depth mooring. The C/PIES antenna will allow for the detection and separation of low-mode internal waves propagating, from multiple directions, while the mooring will measure velocity and vertical displacement signals of five or more vertical modes. The array has been designed, and the data will be examined, in cooperation with a numerical modeling team (see the Buijsman et al. NOPP submission from our collaborators at USM, University of Michigan; U-M, and the Naval Research Laboratory; NRL) allowing for skill-testing and direct comparison with the global internal-tide resolving models that serve as inputs to regional models of the coastal ocean. The IWR Array deployment will be made in collaboration with the NASA JPL Surface Water and Ocean Topography (SWOT) Cal/Val mooring deployments in 2023 off the California coast. Part of the proposed IWR Array deployment period will coincide with SWOTs 90-day fast-sampling phase which will provide once per day repeat sampling and the IRW Array will extend (in time) and augment (in space) NASAs internal wave observations planned for the Cal/Val location. This abstract is publicly releasable.less","4,048,245",2022,2025
0,Design of an Oceanographic Research Vessel of Interest to the Office of Naval Research,United States Department of the Navy,to Bruce Appelgate,"APPROVED FOR PUBLIC RELEASEScripps Institution of Oceanography is designing a first-of-its-kind hybrid oceangoing vessel, which will, be powered using a combination of liquid hydrogen fuel cells, diesel generators and batteries. The design, construction and subseq,uent operation of this oceanographic research vessel has synergy with a broad spectrum of Navy current and future technologies of in,terest to the Navy. We propose to incorporate Navy Research and Development priorities into the fundamental design of the vessel, in, order to provide basic information about new systems, as well as to enable capabilities for future deployment and testing of operat,ional technologies of interest to the Navy. Operational endurance is a framework priority for Navy R&D. Current goals include findi,ng improvements in platform-level energy storage, and in efficiency of propulsion and weapons systems. The design and future operati,on of the hybrid research vessel matches with the Office of Naval Research published research subtopics of power generation, storage,, energy efficiency, high-performance materials, hydrogen bunkering, survivability, endurance, and availability. Our proposed projec,t will inform the development of shipboard systems that are more adaptive, agile, defensible, efficient, and sustainable.less","4,000,000",2022,2024
0,"CNS Active, Orally Bioavailable, Zwitterionic Oxime Antidotes to Organophosphates",Defense Threat Reduction Agency,to Palmer Taylor,"The proposed work is directed to advancing zwitterionic oximes as superior antidotes to nerve agent organophosphates used in chemical warfare and associated terrorism. Through structure guided antidote design involving mechanistic and structural studies and parallel pharmacokinetic analyses in rodents and non-human primates, we propose to complete the pre-IND phases of an Investigational New Drug application (IND) with the Food and Drug Administration (FDA) in 34 years with 1-2 years of refinement for safety and optimizing efficacy. Our lead zwitterionic oxime, RS 194B, is backed with second generation congeners should later stage, idiosyncratic or side reactions occur. Synthetic scale-up and corresponding pharmacological and analytical studies will be conducted at the University of California, San Diego (UCSD) and neighboring Scripps Research Institute. Efficacy and toxicity studies in mice after sarin vapor exposure will be conducted at the Institute for Medical Research and Occupational Health in Zagreb, Croatia with blood and tissue samples sent to UCSD for high resolution LC-MS/MS analysis. Similar arrangements for non-human primates (macaques) for studies at the Battelle Laboratories in Ohio with blood and occasional tissue samples sent to UCSD. Our proposed studies in La Jolla and Zagreb involve investigators that have collaborated for over a decade on cholinesterase structure, inhibition and reactivation by antidotes. Recent studies with the Battelle Institute involve in vivo studies in macaques are proposed for continuation and expansion in order to develop a dosing scheme to minimize oxime antidote toxicity and maximize efficacy as specified by the FDA Animal Rule. We also project studies to minimize renal clearance and brain efflux for RS 194B.less","3,983,654",2019,2023
